时间,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-01 09:31,1729.94,1729.03,1730.00,1721.69,952,164557307.00,0.48,0.58,10.03,0.01
2022-04-01 09:32,1729.03,1722.00,1729.03,1722.00,292,50454432.00,0.41,-0.41,-7.03,0.00
2022-04-01 09:33,1722.00,1723.49,1725.00,1721.71,270,46537880.00,0.19,0.09,1.49,0.00
2022-04-01 09:34,1723.49,1727.98,1727.98,1723.49,257,44362092.00,0.26,0.26,4.49,0.00
2022-04-01 09:35,1727.98,1727.90,1727.98,1725.26,146,25208623.00,0.16,0.00,-0.08,0.00
2022-04-01 09:36,1727.90,1729.00,1733.03,1727.90,541,93711962.00,0.30,0.06,1.10,0.00
2022-04-01 09:37,1729.00,1730.79,1732.00,1728.80,253,43793914.00,0.19,0.10,1.79,0.00
2022-04-01 09:38,1730.79,1728.16,1732.22,1728.16,154,26662588.00,0.23,-0.15,-2.63,0.00
2022-04-01 09:39,1728.16,1728.24,1729.95,1728.16,114,19708815.00,0.10,0.00,0.08,0.00
2022-04-01 09:40,1728.24,1728.97,1730.00,1727.36,190,32859440.00,0.15,0.04,0.73,0.00
2022-04-01 09:41,1728.97,1729.99,1730.00,1728.24,149,25773480.00,0.10,0.06,1.02,0.00
2022-04-01 09:42,1729.99,1731.60,1732.17,1729.99,142,24582311.00,0.13,0.09,1.61,0.00
2022-04-01 09:43,1731.60,1731.25,1731.78,1731.00,95,16448774.00,0.05,-0.02,-0.35,0.00
2022-04-01 09:44,1731.25,1732.75,1732.75,1730.11,177,30651074.00,0.15,0.09,1.50,0.00
2022-04-01 09:45,1732.75,1735.20,1735.20,1732.75,359,62262507.00,0.14,0.14,2.45,0.00
2022-04-01 09:46,1735.20,1737.96,1738.00,1734.93,411,71355101.00,0.18,0.16,2.76,0.00
2022-04-01 09:47,1737.96,1738.88,1738.88,1737.59,316,54925521.00,0.07,0.05,0.92,0.00
2022-04-01 09:48,1738.88,1738.80,1739.80,1737.80,298,51809466.00,0.12,0.00,-0.08,0.00
2022-04-01 09:49,1738.80,1743.20,1743.20,1736.01,532,92588109.00,0.41,0.25,4.40,0.00
2022-04-01 09:50,1743.20,1748.48,1748.49,1743.20,505,88181857.00,0.30,0.30,5.28,0.00
2022-04-01 09:51,1748.48,1754.00,1755.00,1748.48,867,151901799.00,0.37,0.32,5.52,0.01
2022-04-01 09:52,1754.00,1757.88,1757.88,1753.99,636,111541295.00,0.22,0.22,3.88,0.01
2022-04-01 09:53,1757.73,1757.93,1759.91,1757.58,686,120643104.00,0.13,0.00,0.05,0.01
2022-04-01 09:54,1758.00,1753.50,1758.00,1753.50,504,88592274.00,0.26,-0.25,-4.43,0.00
2022-04-01 09:55,1753.00,1753.42,1753.87,1752.20,173,30255887.00,0.10,0.00,-0.08,0.00
2022-04-01 09:56,1753.42,1753.26,1753.95,1753.06,168,29458396.00,0.05,-0.01,-0.16,0.00
2022-04-01 09:57,1753.30,1756.69,1756.99,1753.30,413,72579887.00,0.21,0.20,3.43,0.00
2022-04-01 09:58,1758.00,1756.91,1758.00,1756.33,344,60492832.00,0.10,0.01,0.22,0.00
2022-04-01 09:59,1756.66,1759.56,1759.66,1756.66,360,63344481.00,0.17,0.15,2.65,0.00
2022-04-01 10:00,1759.46,1757.86,1759.46,1753.24,299,52501911.00,0.35,-0.10,-1.70,0.00
2022-04-01 10:01,1757.00,1757.00,1757.86,1754.08,210,36898175.00,0.22,-0.05,-0.86,0.00
2022-04-01 10:02,1757.90,1758.80,1758.80,1757.72,291,51165063.00,0.06,0.10,1.80,0.00
2022-04-01 10:03,1758.69,1756.00,1759.00,1756.00,278,48892515.00,0.17,-0.16,-2.80,0.00
2022-04-01 10:04,1758.79,1756.53,1759.63,1756.18,210,36936248.00,0.20,0.03,0.53,0.00
2022-04-01 10:05,1758.96,1755.78,1759.00,1755.78,178,31303826.00,0.18,-0.04,-0.75,0.00
2022-04-01 10:06,1758.40,1750.11,1758.40,1750.11,192,33658570.00,0.47,-0.32,-5.67,0.00
2022-04-01 10:07,1750.11,1755.99,1756.37,1750.08,137,24022777.00,0.36,0.34,5.88,0.00
2022-04-01 10:08,1753.91,1750.93,1753.91,1750.47,176,30826734.00,0.20,-0.29,-5.06,0.00
2022-04-01 10:09,1750.93,1754.89,1756.29,1750.93,218,38233526.00,0.31,0.23,3.96,0.00
2022-04-01 10:10,1756.01,1757.90,1758.00,1755.95,177,31097292.00,0.12,0.17,3.01,0.00
2022-04-01 10:11,1757.90,1760.52,1760.52,1757.90,846,148857946.00,0.15,0.15,2.62,0.01
2022-04-01 10:12,1761.77,1766.66,1767.80,1761.77,689,121603458.00,0.34,0.35,6.14,0.01
2022-04-01 10:13,1767.56,1764.00,1767.90,1762.91,304,53677554.00,0.28,-0.15,-2.66,0.00
2022-04-01 10:14,1764.00,1766.20,1767.50,1763.98,216,38176049.00,0.20,0.12,2.20,0.00
2022-04-01 10:15,1767.45,1766.82,1767.50,1765.98,189,33343090.00,0.09,0.04,0.62,0.00
2022-04-01 10:16,1766.19,1769.50,1769.50,1766.10,451,79778027.00,0.19,0.15,2.68,0.00
2022-04-01 10:17,1769.74,1772.00,1772.99,1769.74,469,83030352.00,0.18,0.14,2.50,0.00
2022-04-01 10:18,1772.00,1774.99,1776.87,1772.00,636,112922743.00,0.27,0.17,2.99,0.01
2022-04-01 10:19,1775.00,1775.00,1776.00,1772.78,458,81309157.00,0.18,0.00,0.01,0.00
2022-04-01 10:20,1775.00,1776.20,1776.48,1775.00,353,62681210.00,0.08,0.07,1.20,0.00
2022-04-01 10:21,1776.67,1779.30,1779.79,1776.67,415,73788737.00,0.18,0.17,3.10,0.00
